main(50, .9, .4)
135: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 151.042
136: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 151.9843
137: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 153.0008
138: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 153.9952
139: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 155.1397
140: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 156.2524
141: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 157.1957
142: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 158.4014
143: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 159.3655
144: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 160.3601
145: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 161.3205
146: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 162.6321
147: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 163.701
148: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 164.6018
